Experiment	Strain	Environment	Experiment_Mut	Sel_coef	Mut	Gene	Avg_GR
LK3-H11_30_SC5	LK3-H11	30_SC5	LK3-H11_30_SC5_Mut47	-0.00482649661277381	Mut47	in SLX5	0.32125432490835604
LK3-H11_30_SC5	LK3-H11	30_SC5	LK3-H11_30_SC5_Mut49	-0.103912085	Mut49	nearby NUP188	0.32125432490835604
LK3-H11_30_SC5	LK3-H11	30_SC5	LK3-H11_30_SC5_Mut5	-0.0362376731808455	Mut5	in VPS38	0.32125432490835604
LK3-H11_30_SC5	LK3-H11	30_SC5	LK3-H11_30_SC5_Mut50	0.014959536027551	Mut50	in SIR4	0.32125432490835604
LK3-H11_30_SC5	LK3-H11	30_SC5	LK3-H11_30_SC5_Mut51	0.0022017338016938094	Mut51	nearby FIT2	0.32125432490835604
LK3-H11_30_SC5	LK3-H11	30_SC5	LK3-H11_30_SC5_Mut52	-0.03777860770829655	Mut52	in MSL1	0.32125432490835604
LK3-H11_30_SC5	LK3-H11	30_SC5	LK3-H11_30_SC5_Mut53	-0.02285543412432825	Mut53	in UME6	0.32125432490835604
LK3-H11_30_SC5	LK3-H11	30_SC5	LK3-H11_30_SC5_Mut55	-0.003614304237699195	Mut55	in LAT1	0.32125432490835604
LK3-H11_30_SC5	LK3-H11	30_SC5	LK3-H11_30_SC5_Mut57	-0.0352566760868588	Mut57	nearby WHI2	0.32125432490835604
LK3-H11_30_SC5	LK3-H11	30_SC5	LK3-H11_30_SC5_Mut58	0.00888940563406053	Mut58	in KAP123	0.32125432490835604
LK3-H11_30_SC5	LK3-H11	30_SC5	LK3-H11_30_SC5_Mut59	-0.0319588237684881	Mut59	in RRP46	0.32125432490835604
LK3-H11_30_SC5	LK3-H11	30_SC5	LK3-H11_30_SC5_Mut6	0.002409363199211614	Mut6	nearby MET2	0.32125432490835604
LK3-H11_30_SC5	LK3-H11	30_SC5	LK3-H11_30_SC5_Mut60	0.01479652060136305	Mut60	in RPL35B	0.32125432490835604
LK3-H11_30_SC5	LK3-H11	30_SC5	LK3-H11_30_SC5_Mut61	-0.0555251725187934	Mut61	in GET2	0.32125432490835604
LK3-H11_30_SC5	LK3-H11	30_SC5	LK3-H11_30_SC5_Mut62	-0.0029447345274671573	Mut62	in RGS2	0.32125432490835604
LK3-H11_30_SC5	LK3-H11	30_SC5	LK3-H11_30_SC5_Mut63	-0.0363145783994739	Mut63	in SLX8	0.32125432490835604
LK3-H11_30_SC5	LK3-H11	30_SC5	LK3-H11_30_SC5_Mut66	0.0131113918313137	Mut66	in PPM1	0.32125432490835604
LK3-H11_30_SC5	LK3-H11	30_SC5	LK3-H11_30_SC5_Mut67	-0.02912051662596745	Mut67	in PTR3	0.32125432490835604
LK3-H11_30_SC5	LK3-H11	30_SC5	LK3-H11_30_SC5_Mut68	0.005471707459692389	Mut68	nearby OST4	0.32125432490835604
LK3-H11_30_SC5	LK3-H11	30_SC5	LK3-H11_30_SC5_Mut69	-0.009459393847573785	Mut69	in BRR1	0.32125432490835604
LK3-H11_30_SC5	LK3-H11	30_SC5	LK3-H11_30_SC5_Mut7	0.0028122336364918453	Mut7	in FUN30	0.32125432490835604
LK3-H11_30_SC5	LK3-H11	30_SC5	LK3-H11_30_SC5_Mut70	-0.00820795886814139	Mut70	in MME1	0.32125432490835604
LK3-H11_30_SC5	LK3-H11	30_SC5	LK3-H11_30_SC5_Mut71	0.008588934392988376	Mut71	in RSC30	0.32125432490835604
LK3-H11_30_SC5	LK3-H11	30_SC5	LK3-H11_30_SC5_Mut72	0.003457644373215055	Mut72	in RPS14B	0.32125432490835604
LK3-H11_30_SC5	LK3-H11	30_SC5	LK3-H11_30_SC5_Mut75	0.018065234452887102	Mut75	in SPT8	0.32125432490835604
LK3-H11_30_SC5	LK3-H11	30_SC5	LK3-H11_30_SC5_Mut76	-0.00821160913449339	Mut76	in RTG1	0.32125432490835604
LK3-H11_30_SC5	LK3-H11	30_SC5	LK3-H11_30_SC5_Mut77	-0.013241641522754	Mut77	in HFI1	0.32125432490835604
LK3-H11_30_SC5	LK3-H11	30_SC5	LK3-H11_30_SC5_Mut78	-0.0004928426237767861	Mut78	nearby HO	0.32125432490835604
LK3-H11_30_SC5	LK3-H11	30_SC5	LK3-H11_30_SC5_Mut79	-0.006090121390613551	Mut79	in PHO4	0.32125432490835604
LK3-H11_30_SC5	LK3-H11	30_SC5	LK3-H11_30_SC5_Mut80	0.02686889486668155	Mut80	in UBP1	0.32125432490835604
LK3-H11_30_SC5	LK3-H11	30_SC5	LK3-H11_30_SC5_Mut81	0.007257694761560135	Mut81	in RPL2A	0.32125432490835604
LK3-H11_30_SC5	LK3-H11	30_SC5	LK3-H11_30_SC5_Mut82	-0.006335743398241281	Mut82	nearby PDE2	0.32125432490835604
LK3-H11_30_SC5	LK3-H11	30_SC5	LK3-H11_30_SC5_Mut83	-0.009441695799483675	Mut83	in SIR4	0.32125432490835604
LK3-H11_30_SC5	LK3-H11	30_SC5	LK3-H11_30_SC5_Mut84	0.008458844476575179	Mut84	nearby RPL16A	0.32125432490835604
LK3-H11_30_SC5	LK3-H11	30_SC5	LK3-H11_30_SC5_Mut85	-0.003695269309142195	Mut85	in SLX8	0.32125432490835604
LK3-H11_30_SC5	LK3-H11	30_SC5	LK3-H11_30_SC5_Mut86	0.00162220701452745	Mut86	in VPS36	0.32125432490835604
LK3-H11_30_SC5	LK3-H11	30_SC5	LK3-H11_30_SC5_Mut88	0.0053089427431806495	Mut88	in STM1	0.32125432490835604
LK3-H11_30_SC5	LK3-H11	30_SC5	LK3-H11_30_SC5_Mut9	4.28922500000002e-05	Mut9	in TRM9	0.32125432490835604
LK3-H11_30_SC5	LK3-H11	30_SC5	LK3-H11_30_SC5_Mut91	0.002384015346693815	Mut91	nearby COA6	0.32125432490835604
LK3-H11_30_SC5	LK3-H11	30_SC5	LK3-H11_30_SC5_Mut92	0.01064683597368835	Mut92	in RPL16A	0.32125432490835604
LK3-H11_30_SC5	LK3-H11	30_SC5	LK3-H11_30_SC5_Mut93	-0.036525997514228095	Mut93	nearby VMA7	0.32125432490835604
LK3-H11_30_SC5	LK3-H11	30_SC5	LK3-H11_30_SC5_Mut94	0.005401618016835565	Mut94	nearby NCP1	0.32125432490835604
LK3-H11_30_SC5	LK3-H11	30_SC5	LK3-H11_30_SC5_Mut95	-0.1452860794541895	Mut95	in UBP3	0.32125432490835604
LK3-H11_30_SC5	LK3-H11	30_SC5	LK3-H11_30_SC5_Mut96	0.013019956999999999	Mut96	nearby YOL085W-A	0.32125432490835604
LK3-H11_30_SC5	LK3-H11	30_SC5	LK3-H11_30_SC5_Mut97	0.01110626502294825	Mut97	in RPL31B	0.32125432490835604
LK3-H11_30_SC5	LK3-H11	30_SC5	LK3-H11_30_SC5_Mut99	-0.00127400947086011	Mut99	nearby TDA11	0.32125432490835604
LK3-H11_30_SC7	LK3-H11	30_SC7	LK3-H11_30_SC7_Mut1	-0.0004838426925232115	Mut1	in TRP2	0.27020861786038
LK3-H11_30_SC7	LK3-H11	30_SC7	LK3-H11_30_SC7_Mut10	-0.0014461099257381629	Mut10	nearby MET4	0.27020861786038
LK3-H11_30_SC7	LK3-H11	30_SC7	LK3-H11_30_SC7_Mut101	-0.01730502444376595	Mut101	in HOS4	0.27020861786038
LK3-H11_30_SC7	LK3-H11	30_SC7	LK3-H11_30_SC7_Mut102	-0.00024483408241074997	Mut102	nearby YSP2	0.27020861786038
LK3-H11_30_SC7	LK3-H11	30_SC7	LK3-H11_30_SC7_Mut103	-0.0138775854287823	Mut103	in SUM1	0.27020861786038
LK3-H11_30_SC7	LK3-H11	30_SC7	LK3-H11_30_SC7_Mut104	0.004034070571514955	Mut104	in FUN30	0.27020861786038
LK3-H11_30_SC7	LK3-H11	30_SC7	LK3-H11_30_SC7_Mut105	0.0143296840496921	Mut105	in EBS1	0.27020861786038
LK3-H11_30_SC7	LK3-H11	30_SC7	LK3-H11_30_SC7_Mut107	-0.0227887015150441	Mut107	in PDE2	0.27020861786038
LK3-H11_30_SC7	LK3-H11	30_SC7	LK3-H11_30_SC7_Mut108	-0.003873515518917415	Mut108	in TRP2	0.27020861786038
LK3-H11_30_SC7	LK3-H11	30_SC7	LK3-H11_30_SC7_Mut109	-0.01791334898918	Mut109	nearby SRB2	0.27020861786038
LK3-H11_30_SC7	LK3-H11	30_SC7	LK3-H11_30_SC7_Mut11	-0.00377010308917992	Mut11	nearby UTP22	0.27020861786038
LK3-H11_30_SC7	LK3-H11	30_SC7	LK3-H11_30_SC7_Mut110	-0.006698368770423705	Mut110	in SCJ1	0.27020861786038
LK3-H11_30_SC7	LK3-H11	30_SC7	LK3-H11_30_SC7_Mut114	0.002234206961920116	Mut114	in STE24	0.27020861786038
LK3-H11_30_SC7	LK3-H11	30_SC7	LK3-H11_30_SC7_Mut115	0.00858751014219332	Mut115	in FLC2	0.27020861786038
LK3-H11_30_SC7	LK3-H11	30_SC7	LK3-H11_30_SC7_Mut117	0.034053325	Mut117	in NOT3	0.27020861786038
LK3-H11_30_SC7	LK3-H11	30_SC7	LK3-H11_30_SC7_Mut119	-0.00017835783224036004	Mut119	in CBS1	0.27020861786038
LK3-H11_30_SC7	LK3-H11	30_SC7	LK3-H11_30_SC7_Mut120	0.00027745725	Mut120	nearby RPL16A	0.27020861786038
LK3-H11_30_SC7	LK3-H11	30_SC7	LK3-H11_30_SC7_Mut121	-0.00402826049998342	Mut121	in COG8	0.27020861786038
LK3-H11_30_SC7	LK3-H11	30_SC7	LK3-H11_30_SC7_Mut122	-0.014935590082732802	Mut122	in SIR3	0.27020861786038
LK3-H11_30_SC7	LK3-H11	30_SC7	LK3-H11_30_SC7_Mut123	0.01908791900234542	Mut123	nearby SFP1	0.27020861786038
LK3-H11_30_SC7	LK3-H11	30_SC7	LK3-H11_30_SC7_Mut124	0.004249153557728865	Mut124	nearby NUP157	0.27020861786038
LK3-H11_30_SC7	LK3-H11	30_SC7	LK3-H11_30_SC7_Mut127	-0.015167037724155199	Mut127	in MPC2	0.27020861786038
LK3-H11_30_SC7	LK3-H11	30_SC7	LK3-H11_30_SC7_Mut14	0.01214355631326798	Mut14	in DPB4	0.27020861786038
LK3-H11_30_SC7	LK3-H11	30_SC7	LK3-H11_30_SC7_Mut15	0.01616141274321475	Mut15	in OCA1	0.27020861786038
LK3-H11_30_SC7	LK3-H11	30_SC7	LK3-H11_30_SC7_Mut16	0.006762470536615731	Mut16	in ADE5,7	0.27020861786038
LK3-H11_30_SC7	LK3-H11	30_SC7	LK3-H11_30_SC7_Mut17	-0.008976480684455446	Mut17	nearby KRI1	0.27020861786038
LK3-H11_30_SC7	LK3-H11	30_SC7	LK3-H11_30_SC7_Mut18	-0.003973631142553056	Mut18	nearby PAH1	0.27020861786038
LK3-H11_30_SC7	LK3-H11	30_SC7	LK3-H11_30_SC7_Mut19	0.009175716863525685	Mut19	nearby CCW12	0.27020861786038
LK3-H11_30_SC7	LK3-H11	30_SC7	LK3-H11_30_SC7_Mut2	0.006262862572507305	Mut2	nearby KRE6	0.27020861786038
LK3-H11_30_SC7	LK3-H11	30_SC7	LK3-H11_30_SC7_Mut21	0.00893972763276355	Mut21	in RPL26B	0.27020861786038
LK3-H11_30_SC7	LK3-H11	30_SC7	LK3-H11_30_SC7_Mut22	0.009244666863977801	Mut22	in GPP1	0.27020861786038
LK3-H11_30_SC7	LK3-H11	30_SC7	LK3-H11_30_SC7_Mut23	-0.0221714925	Mut23	nearby RPS22A	0.27020861786038
LK3-H11_30_SC7	LK3-H11	30_SC7	LK3-H11_30_SC7_Mut24	9.736753729945229e-05	Mut24	nearby YLR264C-A	0.27020861786038
LK3-H11_30_SC7	LK3-H11	30_SC7	LK3-H11_30_SC7_Mut25	-0.00543189120520338	Mut25	in OXA1	0.27020861786038
LK3-H11_30_SC7	LK3-H11	30_SC7	LK3-H11_30_SC7_Mut26	0.0017326477050531046	Mut26	nearby SNF7	0.27020861786038
LK3-H11_30_SC7	LK3-H11	30_SC7	LK3-H11_30_SC7_Mut27	-6.962903006838006e-05	Mut27	in CSR1	0.27020861786038
LK3-H11_30_SC7	LK3-H11	30_SC7	LK3-H11_30_SC7_Mut29	-0.003612030883541155	Mut29	in CPR6	0.27020861786038
LK3-H11_30_SC7	LK3-H11	30_SC7	LK3-H11_30_SC7_Mut3	-0.00373968979940693	Mut3	in EAF1	0.27020861786038
LK3-H11_30_SC7	LK3-H11	30_SC7	LK3-H11_30_SC7_Mut30	-0.01878150580531235	Mut30	in PIH1	0.27020861786038
LK3-H11_30_SC7	LK3-H11	30_SC7	LK3-H11_30_SC7_Mut33	-0.0403683254888895	Mut33	in BUL1	0.27020861786038
LK3-H11_30_SC7	LK3-H11	30_SC7	LK3-H11_30_SC7_Mut34	-0.0003005715568199256	Mut34	in PHO4	0.27020861786038
LK3-H11_30_SC7	LK3-H11	30_SC7	LK3-H11_30_SC7_Mut35	0.00947828063032205	Mut35	in RPL31B	0.27020861786038
LK3-H11_30_SC7	LK3-H11	30_SC7	LK3-H11_30_SC7_Mut36	0.00606128254633166	Mut36	in SPT8	0.27020861786038
LK3-H11_30_SC7	LK3-H11	30_SC7	LK3-H11_30_SC7_Mut39	-0.17909927701203598	Mut39	in MAC1	0.27020861786038
LK3-H11_30_SC7	LK3-H11	30_SC7	LK3-H11_30_SC7_Mut40	-0.0336128244583162	Mut40	nearby YOL085W-A	0.27020861786038
LK3-H11_30_SC7	LK3-H11	30_SC7	LK3-H11_30_SC7_Mut41	-0.016258511	Mut41	in STH1	0.27020861786038
LK3-H11_30_SC7	LK3-H11	30_SC7	LK3-H11_30_SC7_Mut42	0.0180896305486376	Mut42	in GPA2	0.27020861786038
LK3-H11_30_SC7	LK3-H11	30_SC7	LK3-H11_30_SC7_Mut43	-0.0259227580249111	Mut43	in VAM6	0.27020861786038
LK3-H11_30_SC7	LK3-H11	30_SC7	LK3-H11_30_SC7_Mut44	0.0010072982076301576	Mut44	in NOP16	0.27020861786038
LK3-H11_30_SC7	LK3-H11	30_SC7	LK3-H11_30_SC7_Mut45	-0.01772312144701495	Mut45	in MCK1	0.27020861786038
LK3-H11_30_SC7	LK3-H11	30_SC7	LK3-H11_30_SC7_Mut46	-0.0167980378499005	Mut46	in SSK1	0.27020861786038
LK3-H11_30_SC7	LK3-H11	30_SC7	LK3-H11_30_SC7_Mut47	-0.00506519278907403	Mut47	in SLX5	0.27020861786038
LK3-H11_30_SC7	LK3-H11	30_SC7	LK3-H11_30_SC7_Mut49	-0.00569084136700703	Mut49	nearby NUP188	0.27020861786038
LK3-H11_30_SC7	LK3-H11	30_SC7	LK3-H11_30_SC7_Mut5	-0.0147357596014103	Mut5	in VPS38	0.27020861786038
LK3-H11_30_SC7	LK3-H11	30_SC7	LK3-H11_30_SC7_Mut50	-0.0229058122341839	Mut50	in SIR4	0.27020861786038
LK3-H11_30_SC7	LK3-H11	30_SC7	LK3-H11_30_SC7_Mut51	0.00348492110608207	Mut51	nearby FIT2	0.27020861786038
LK3-H11_30_SC7	LK3-H11	30_SC7	LK3-H11_30_SC7_Mut52	-0.0062266636380368424	Mut52	in MSL1	0.27020861786038
LK3-H11_30_SC7	LK3-H11	30_SC7	LK3-H11_30_SC7_Mut53	-0.0463368886546733	Mut53	in UME6	0.27020861786038
LK3-H11_30_SC7	LK3-H11	30_SC7	LK3-H11_30_SC7_Mut55	-0.00993516009825286	Mut55	in LAT1	0.27020861786038
LK3-H11_30_SC7	LK3-H11	30_SC7	LK3-H11_30_SC7_Mut57	-0.0293150898879192	Mut57	nearby WHI2	0.27020861786038
LK3-H11_30_SC7	LK3-H11	30_SC7	LK3-H11_30_SC7_Mut58	-0.00565681296146221	Mut58	in KAP123	0.27020861786038
LK3-H11_30_SC7	LK3-H11	30_SC7	LK3-H11_30_SC7_Mut59	-0.0272336796685625	Mut59	in RRP46	0.27020861786038
LK3-H11_30_SC7	LK3-H11	30_SC7	LK3-H11_30_SC7_Mut6	-0.0015815567095446847	Mut6	nearby MET2	0.27020861786038
LK3-H11_30_SC7	LK3-H11	30_SC7	LK3-H11_30_SC7_Mut60	0.01099546877125965	Mut60	in RPL35B	0.27020861786038
LK3-H11_30_SC7	LK3-H11	30_SC7	LK3-H11_30_SC7_Mut61	-0.06318327675237995	Mut61	in GET2	0.27020861786038
LK3-H11_30_SC7	LK3-H11	30_SC7	LK3-H11_30_SC7_Mut62	-0.004109828166829751	Mut62	in RGS2	0.27020861786038
LK3-H11_30_SC7	LK3-H11	30_SC7	LK3-H11_30_SC7_Mut63	-0.014781367839840505	Mut63	in SLX8	0.27020861786038
LK3-H11_30_SC7	LK3-H11	30_SC7	LK3-H11_30_SC7_Mut66	0.02285791059009415	Mut66	in PPM1	0.27020861786038
LK3-H11_30_SC7	LK3-H11	30_SC7	LK3-H11_30_SC7_Mut67	-0.0416059611200937	Mut67	in PTR3	0.27020861786038
LK3-H11_30_SC7	LK3-H11	30_SC7	LK3-H11_30_SC7_Mut68	0.008522004874539524	Mut68	nearby OST4	0.27020861786038
LK3-H11_30_SC7	LK3-H11	30_SC7	LK3-H11_30_SC7_Mut69	0.00931129706439491	Mut69	in BRR1	0.27020861786038
LK3-H11_30_SC7	LK3-H11	30_SC7	LK3-H11_30_SC7_Mut7	0.0033294265058353752	Mut7	in FUN30	0.27020861786038
LK3-H11_30_SC7	LK3-H11	30_SC7	LK3-H11_30_SC7_Mut70	-0.0129761556170295	Mut70	in MME1	0.27020861786038
LK3-H11_30_SC7	LK3-H11	30_SC7	LK3-H11_30_SC7_Mut71	-0.0009540179172961652	Mut71	in RSC30	0.27020861786038
LK3-H11_30_SC7	LK3-H11	30_SC7	LK3-H11_30_SC7_Mut72	8.693173810820699e-05	Mut72	in RPS14B	0.27020861786038
LK3-H11_30_SC7	LK3-H11	30_SC7	LK3-H11_30_SC7_Mut73	-0.0009046012337299491	Mut73	nearby SRP40	0.27020861786038
LK3-H11_30_SC7	LK3-H11	30_SC7	LK3-H11_30_SC7_Mut75	0.007061492154322664	Mut75	in SPT8	0.27020861786038
LK3-H11_30_SC7	LK3-H11	30_SC7	LK3-H11_30_SC7_Mut76	-0.05468479163680025	Mut76	in RTG1	0.27020861786038
LK3-H11_30_SC7	LK3-H11	30_SC7	LK3-H11_30_SC7_Mut77	-0.007592679505890536	Mut77	in HFI1	0.27020861786038
LK3-H11_30_SC7	LK3-H11	30_SC7	LK3-H11_30_SC7_Mut78	-0.0034170836945384645	Mut78	nearby HO	0.27020861786038
LK3-H11_30_SC7	LK3-H11	30_SC7	LK3-H11_30_SC7_Mut79	-0.0107392460375	Mut79	in PHO4	0.27020861786038
LK3-H11_30_SC7	LK3-H11	30_SC7	LK3-H11_30_SC7_Mut80	0.001312865605416915	Mut80	in UBP1	0.27020861786038
LK3-H11_30_SC7	LK3-H11	30_SC7	LK3-H11_30_SC7_Mut81	0.020712861818148298	Mut81	in RPL2A	0.27020861786038
LK3-H11_30_SC7	LK3-H11	30_SC7	LK3-H11_30_SC7_Mut82	2.2182199321921583e-05	Mut82	nearby PDE2	0.27020861786038
LK3-H11_30_SC7	LK3-H11	30_SC7	LK3-H11_30_SC7_Mut83	-0.018256617045510848	Mut83	in SIR4	0.27020861786038
LK3-H11_30_SC7	LK3-H11	30_SC7	LK3-H11_30_SC7_Mut84	0.006061942864909339	Mut84	nearby RPL16A	0.27020861786038
LK3-H11_30_SC7	LK3-H11	30_SC7	LK3-H11_30_SC7_Mut85	-0.000470758714991331	Mut85	in SLX8	0.27020861786038
LK3-H11_30_SC7	LK3-H11	30_SC7	LK3-H11_30_SC7_Mut86	-0.02871391840655245	Mut86	in VPS36	0.27020861786038
LK3-H11_30_SC7	LK3-H11	30_SC7	LK3-H11_30_SC7_Mut88	0.007035097537131411	Mut88	in STM1	0.27020861786038
LK3-H11_30_SC7	LK3-H11	30_SC7	LK3-H11_30_SC7_Mut9	0.0041554275	Mut9	in TRM9	0.27020861786038
LK3-H11_30_SC7	LK3-H11	30_SC7	LK3-H11_30_SC7_Mut91	4.3509798189156846e-05	Mut91	nearby COA6	0.27020861786038
LK3-H11_30_SC7	LK3-H11	30_SC7	LK3-H11_30_SC7_Mut92	0.0184402979808512	Mut92	in RPL16A	0.27020861786038
LK3-H11_30_SC7	LK3-H11	30_SC7	LK3-H11_30_SC7_Mut93	-0.197961088646137	Mut93	nearby VMA7	0.27020861786038
LK3-H11_30_SC7	LK3-H11	30_SC7	LK3-H11_30_SC7_Mut94	-0.0161759139837813	Mut94	nearby NCP1	0.27020861786038
LK3-H11_30_SC7	LK3-H11	30_SC7	LK3-H11_30_SC7_Mut95	-0.0685833038247741	Mut95	in UBP3	0.27020861786038
LK3-H11_30_SC7	LK3-H11	30_SC7	LK3-H11_30_SC7_Mut96	-0.0303164033333333	Mut96	nearby YOL085W-A	0.27020861786038
LK3-H11_30_SC7	LK3-H11	30_SC7	LK3-H11_30_SC7_Mut97	0.009492642227458974	Mut97	in RPL31B	0.27020861786038
LK3-H11_30_SC7	LK3-H11	30_SC7	LK3-H11_30_SC7_Mut99	-0.00016142886482634148	Mut99	nearby TDA11	0.27020861786038
LK3-H11_37_SC3	LK3-H11	37_SC3	LK3-H11_37_SC3_Mut1	-0.00495536526285016	Mut1	in TRP2	0.2752620143075485
LK3-H11_37_SC3	LK3-H11	37_SC3	LK3-H11_37_SC3_Mut10	-0.0006432507077029389	Mut10	nearby MET4	0.2752620143075485
LK3-H11_37_SC3	LK3-H11	37_SC3	LK3-H11_37_SC3_Mut101	0.0008847208556033992	Mut101	in HOS4	0.2752620143075485
LK3-H11_37_SC3	LK3-H11	37_SC3	LK3-H11_37_SC3_Mut102	0.008142088425869975	Mut102	nearby YSP2	0.2752620143075485
LK3-H11_37_SC3	LK3-H11	37_SC3	LK3-H11_37_SC3_Mut103	-0.0063130500617668344	Mut103	in SUM1	0.2752620143075485
LK3-H11_37_SC3	LK3-H11	37_SC3	LK3-H11_37_SC3_Mut104	0.003901051348779175	Mut104	in FUN30	0.2752620143075485
LK3-H11_37_SC3	LK3-H11	37_SC3	LK3-H11_37_SC3_Mut105	-0.003998657822767035	Mut105	in EBS1	0.2752620143075485
LK3-H11_37_SC3	LK3-H11	37_SC3	LK3-H11_37_SC3_Mut107	0.018196209941886	Mut107	in PDE2	0.2752620143075485
LK3-H11_37_SC3	LK3-H11	37_SC3	LK3-H11_37_SC3_Mut108	0.018724154667586854	Mut108	in TRP2	0.2752620143075485
LK3-H11_37_SC3	LK3-H11	37_SC3	LK3-H11_37_SC3_Mut109	0.0100447858040639	Mut109	nearby SRB2	0.2752620143075485
LK3-H11_37_SC3	LK3-H11	37_SC3	LK3-H11_37_SC3_Mut11	-0.01198381926480103	Mut11	nearby UTP22	0.2752620143075485
LK3-H11_37_SC3	LK3-H11	37_SC3	LK3-H11_37_SC3_Mut110	-0.0027356446031914492	Mut110	in SCJ1	0.2752620143075485
LK3-H11_37_SC3	LK3-H11	37_SC3	LK3-H11_37_SC3_Mut114	0.01849130337359475	Mut114	in STE24	0.2752620143075485
LK3-H11_37_SC3	LK3-H11	37_SC3	LK3-H11_37_SC3_Mut115	0.0008206785755814853	Mut115	in FLC2	0.2752620143075485
LK3-H11_37_SC3	LK3-H11	37_SC3	LK3-H11_37_SC3_Mut119	0.00243187830050945	Mut119	in CBS1	0.2752620143075485
LK3-H11_37_SC3	LK3-H11	37_SC3	LK3-H11_37_SC3_Mut120	0.00650821025	Mut120	nearby RPL16A	0.2752620143075485
LK3-H11_37_SC3	LK3-H11	37_SC3	LK3-H11_37_SC3_Mut121	-0.01237137746474817	Mut121	in COG8	0.2752620143075485
LK3-H11_37_SC3	LK3-H11	37_SC3	LK3-H11_37_SC3_Mut122	0.0204643582162072	Mut122	in SIR3	0.2752620143075485
LK3-H11_37_SC3	LK3-H11	37_SC3	LK3-H11_37_SC3_Mut123	0.0089037684978915	Mut123	nearby SFP1	0.2752620143075485
LK3-H11_37_SC3	LK3-H11	37_SC3	LK3-H11_37_SC3_Mut124	0.012610586043501735	Mut124	nearby NUP157	0.2752620143075485
LK3-H11_37_SC3	LK3-H11	37_SC3	LK3-H11_37_SC3_Mut127	0.004157856928520436	Mut127	in MPC2	0.2752620143075485
LK3-H11_37_SC3	LK3-H11	37_SC3	LK3-H11_37_SC3_Mut14	-0.007882449256369016	Mut14	in DPB4	0.2752620143075485
LK3-H11_37_SC3	LK3-H11	37_SC3	LK3-H11_37_SC3_Mut15	-0.00926626289405491	Mut15	in OCA1	0.2752620143075485
LK3-H11_37_SC3	LK3-H11	37_SC3	LK3-H11_37_SC3_Mut16	-0.0088574892969957	Mut16	in ADE5,7	0.2752620143075485
LK3-H11_37_SC3	LK3-H11	37_SC3	LK3-H11_37_SC3_Mut17	0.003449580016869085	Mut17	nearby KRI1	0.2752620143075485
LK3-H11_37_SC3	LK3-H11	37_SC3	LK3-H11_37_SC3_Mut18	-0.042878185132968004	Mut18	nearby PAH1	0.2752620143075485
LK3-H11_37_SC3	LK3-H11	37_SC3	LK3-H11_37_SC3_Mut19	0.03672114577301385	Mut19	nearby CCW12	0.2752620143075485
LK3-H11_37_SC3	LK3-H11	37_SC3	LK3-H11_37_SC3_Mut2	-0.0007984352000692341	Mut2	nearby KRE6	0.2752620143075485
LK3-H11_37_SC3	LK3-H11	37_SC3	LK3-H11_37_SC3_Mut21	0.0016596555378505149	Mut21	in RPL26B	0.2752620143075485
LK3-H11_37_SC3	LK3-H11	37_SC3	LK3-H11_37_SC3_Mut22	-0.000999331888604605	Mut22	in GPP1	0.2752620143075485
LK3-H11_37_SC3	LK3-H11	37_SC3	LK3-H11_37_SC3_Mut23	0.087192745	Mut23	nearby RPS22A	0.2752620143075485
LK3-H11_37_SC3	LK3-H11	37_SC3	LK3-H11_37_SC3_Mut24	-0.0224806365317623	Mut24	nearby YLR264C-A	0.2752620143075485
LK3-H11_37_SC3	LK3-H11	37_SC3	LK3-H11_37_SC3_Mut25	-0.03087850861979685	Mut25	in OXA1	0.2752620143075485
LK3-H11_37_SC3	LK3-H11	37_SC3	LK3-H11_37_SC3_Mut26	-0.00163805333513737	Mut26	nearby SNF7	0.2752620143075485
LK3-H11_37_SC3	LK3-H11	37_SC3	LK3-H11_37_SC3_Mut27	-0.0030285945528470298	Mut27	in CSR1	0.2752620143075485
LK3-H11_37_SC3	LK3-H11	37_SC3	LK3-H11_37_SC3_Mut29	-0.0013310958053931602	Mut29	in CPR6	0.2752620143075485
LK3-H11_37_SC3	LK3-H11	37_SC3	LK3-H11_37_SC3_Mut3	-0.009451349115494079	Mut3	in EAF1	0.2752620143075485
LK3-H11_37_SC3	LK3-H11	37_SC3	LK3-H11_37_SC3_Mut30	-0.03051229789013135	Mut30	in PIH1	0.2752620143075485
LK3-H11_37_SC3	LK3-H11	37_SC3	LK3-H11_37_SC3_Mut33	-0.004899144083333335	Mut33	in BUL1	0.2752620143075485
LK3-H11_37_SC3	LK3-H11	37_SC3	LK3-H11_37_SC3_Mut34	0.0705130635	Mut34	in PHO4	0.2752620143075485
LK3-H11_37_SC3	LK3-H11	37_SC3	LK3-H11_37_SC3_Mut35	0.0006078022919887853	Mut35	in RPL31B	0.2752620143075485
LK3-H11_37_SC3	LK3-H11	37_SC3	LK3-H11_37_SC3_Mut36	0.0137866140027607	Mut36	in SPT8	0.2752620143075485
LK3-H11_37_SC3	LK3-H11	37_SC3	LK3-H11_37_SC3_Mut39	-0.0049509206476957	Mut39	in MAC1	0.2752620143075485
LK3-H11_37_SC3	LK3-H11	37_SC3	LK3-H11_37_SC3_Mut41	0.0256652466666667	Mut41	in STH1	0.2752620143075485
LK3-H11_37_SC3	LK3-H11	37_SC3	LK3-H11_37_SC3_Mut42	-0.02074222473783427	Mut42	in GPA2	0.2752620143075485
