Strain	Environment	Experiment	Avg_GR	DFE_mean	DFE_graph	pretend_series1	pretend_series2	Env_GR	Env_series
LK3-C04	30_SC7	LK3-C04_30_SC7	0.19900169061635598	0.0007639705244474029	DFEs/LK3-C04_30_SC7_dfe.png	0.24943460007581142;0.5810507441328782;0.8408691009516888;0.5301898593007606;0.3757009928473657;0.8089562661271493	0.4159986573036496;0.5252557311130401;0.907473455695155;0.3713982620849353;0.6334858744970828;0.7993018866130341	0.2774776529126045;0.247080880643254;0.24225789923431898;0.19900169061635598;0.11574194867491314;0.1054768638460067	37_SC5;37_SC3;30_SC5;30_SC7;37_SC7;30_SC3
LK3-C04	37_SC3	LK3-C04_37_SC3	0.247080880643254	0.011568054976525228	DFEs/LK3-C04_37_SC3_dfe.png	0.8969624096239374;0.06426976310404664;0.5203547382820667;0.7528961482273085;0.7318628233186398;0.059315668881029016	0.34247050367866927;0.5618622700345647;0.9899562861442887;0.30026406959685814;0.28755010364248035;0.3271778127516092	0.2774776529126045;0.247080880643254;0.24225789923431898;0.19900169061635598;0.11574194867491314;0.1054768638460067	37_SC5;37_SC3;30_SC5;30_SC7;37_SC7;30_SC3
LK3-C04	37_SC5	LK3-C04_37_SC5	0.2774776529126045	-0.008945756163164231	DFEs/LK3-C04_37_SC5_dfe.png	0.8757808193811562;0.4491362100769476;0.42475270714837243;0.5272880795033424;0.6888516088329961;0.7536025541710443	0.7728143401654555;0.4172950200869531;0.0011257017175991813;0.6786599795544992;0.16415396189735798;0.9408484029361062	0.2774776529126045;0.247080880643254;0.24225789923431898;0.19900169061635598;0.11574194867491314;0.1054768638460067	37_SC5;37_SC3;30_SC5;30_SC7;37_SC7;30_SC3
LK3-C04	37_SC7	LK3-C04_37_SC7	0.11574194867491314	-0.00500572642272858	DFEs/LK3-C04_37_SC7_dfe.png	0.5642840941956406;0.04658282441882233;0.8711740113942165;0.13156573612436262;0.9518413038366395;0.7174300432006957	0.6917453275027926;0.8310560802348079;0.7520793930087438;0.5846601607048153;0.07846363058149519;0.588737734232676	0.2774776529126045;0.247080880643254;0.24225789923431898;0.19900169061635598;0.11574194867491314;0.1054768638460067	37_SC5;37_SC3;30_SC5;30_SC7;37_SC7;30_SC3
LK3-C11	30_SC3	LK3-C11_30_SC3	0.154207025414639	0.0009465253556348292	DFEs/LK3-C11_30_SC3_dfe.png	0.7571437274413504;0.12320841078881084;0.19981176191220973;0.9949524069822162;0.191660449867448;0.7548514873495434	0.03304634281215291;0.7001235500235917;0.7035790291000806;0.5497387527602412;0.7523941564478085;0.713434868819744	0.3052916692461295;0.29288549184495294;0.26334148990897654;0.179436241349762;0.07177616094012601;0.154207025414639	37_SC5;37_SC3;30_SC5;30_SC7;37_SC7;30_SC3
LK3-C11	30_SC5	LK3-C11_30_SC5	0.26334148990897654	0.009763315662847048	DFEs/LK3-C11_30_SC5_dfe.png	0.81975779035564;0.19718960793853846;0.1436261159734431;0.1894528631161635;0.5786978685287862;0.29946481157948523	0.7830188034544742;0.325436537476816;0.8574849602128041;0.7570765538761344;0.8621338806077274;0.29214658309427266	0.3052916692461295;0.29288549184495294;0.26334148990897654;0.179436241349762;0.07177616094012601;0.154207025414639	37_SC5;37_SC3;30_SC5;30_SC7;37_SC7;30_SC3
LK3-C11	30_SC7	LK3-C11_30_SC7	0.179436241349762	0.0022617226351260085	DFEs/LK3-C11_30_SC7_dfe.png	0.032163534464071275;0.737542671583838;0.4556705147065425;0.09037808574728945;0.40602473636772884;0.4668479235714069	0.269502420927901;0.004051230335892941;0.12115582785243062;0.008863747969321878;0.747969974635437;0.31092521950274943	0.3052916692461295;0.29288549184495294;0.26334148990897654;0.179436241349762;0.07177616094012601;0.154207025414639	37_SC5;37_SC3;30_SC5;30_SC7;37_SC7;30_SC3
LK3-C11	37_SC3	LK3-C11_37_SC3	0.29288549184495294	-0.016936968972957298	DFEs/LK3-C11_37_SC3_dfe.png	0.4340647027969633;0.10166493001231913;0.10947011148834895;0.5166987521171583;0.4278243702928025;0.10573185189373546	0.45082762994829007;0.5090041557463802;0.8298396125559508;0.24244661808966195;0.5815046053476332;0.20659889783636531	0.3052916692461295;0.29288549184495294;0.26334148990897654;0.179436241349762;0.07177616094012601;0.154207025414639	37_SC5;37_SC3;30_SC5;30_SC7;37_SC7;30_SC3
LK3-C11	37_SC5	LK3-C11_37_SC5	0.3052916692461295	-0.020640491316993116	DFEs/LK3-C11_37_SC5_dfe.png	0.9455031157149574;0.012758746561336132;0.10231114395909491;0.7678817419077532;0.6563347162375474;0.9523182535612655	0.5988911736771655;0.9452750239691753;0.09434330137850977;0.6532396474958421;0.24747480399519595;0.051249164713526585	0.3052916692461295;0.29288549184495294;0.26334148990897654;0.179436241349762;0.07177616094012601;0.154207025414639	37_SC5;37_SC3;30_SC5;30_SC7;37_SC7;30_SC3
LK3-C11	37_SC7	LK3-C11_37_SC7	0.07177616094012601	0.011987271498514845	DFEs/LK3-C11_37_SC7_dfe.png	0.4612241303452569;0.06155423277241079;0.31965602256506076;0.7007959825078098;0.3316683003997013;0.406043611094578	0.40201073790795616;0.13517066299786906;0.7192032426501116;0.7899047398120016;0.7406090457424107;0.5295209804434966	0.3052916692461295;0.29288549184495294;0.26334148990897654;0.179436241349762;0.07177616094012601;0.154207025414639	37_SC5;37_SC3;30_SC5;30_SC7;37_SC7;30_SC3
LK3-C12	30_SC3	LK3-C12_30_SC3	0.05883005393787065	0.012729427452239716	DFEs/LK3-C12_30_SC3_dfe.png	0.20633302787812746;0.408900750576919;0.28783246979082344;0.6885912654773406;0.16216409164472556;0.3759880045084676	0.9895270455109108;0.7411386105116475;0.3482109068312039;0.12907876610109448;0.431815301524096;0.05465910776690619	0.3416372715784235;0.330978568718534;0.18622977334141652;0.17771912151854802;0.2868807432849325;0.05883005393787065	37_SC5;37_SC3;30_SC5;30_SC7;37_SC7;30_SC3
LK3-C12	30_SC5	LK3-C12_30_SC5	0.18622977334141652	0.023949680406180528	DFEs/LK3-C12_30_SC5_dfe.png	0.408196195050227;0.6007798931901072;0.5842329013261681;0.6764157438474745;0.502835325256413;0.7814513925427812	0.7980948141764261;0.5763131566576798;0.681019194244094;0.17949192839722083;0.8144918069222044;0.3301905038541262	0.3416372715784235;0.330978568718534;0.18622977334141652;0.17771912151854802;0.2868807432849325;0.05883005393787065	37_SC5;37_SC3;30_SC5;30_SC7;37_SC7;30_SC3
LK3-C12	30_SC7	LK3-C12_30_SC7	0.17771912151854802	0.0027546145193664668	DFEs/LK3-C12_30_SC7_dfe.png	0.31709255369122424;0.7965915033575617;0.8600436998820569;0.6046320687185132;0.7704221077090326;0.6129366191129478	0.24737241187370695;0.9169960411829842;0.5719371433333235;0.6398624141456474;0.2809259742273671;0.21412972805958463	0.3416372715784235;0.330978568718534;0.18622977334141652;0.17771912151854802;0.2868807432849325;0.05883005393787065	37_SC5;37_SC3;30_SC5;30_SC7;37_SC7;30_SC3
LK3-C12	37_SC3	LK3-C12_37_SC3	0.330978568718534	-0.015962494257874344	DFEs/LK3-C12_37_SC3_dfe.png	0.9126843487819108;0.23774970369015613;0.4227603548491936;0.056432690170784894;0.7868669024697037;0.7264983457726957	0.7880596381323766;0.8842064243878688;0.4329604999403124;0.4558559166948948;0.7705756952675284;0.7032418567825844	0.3416372715784235;0.330978568718534;0.18622977334141652;0.17771912151854802;0.2868807432849325;0.05883005393787065	37_SC5;37_SC3;30_SC5;30_SC7;37_SC7;30_SC3
LK3-C12	37_SC5	LK3-C12_37_SC5	0.3416372715784235	-0.01254266205534324	DFEs/LK3-C12_37_SC5_dfe.png	0.11674831833613641;0.2762667013278133;0.03557745697843162;0.09839231727650322;0.005666091269578288;0.423813551513042	0.3702029011990663;0.8523781007845502;0.04225160687602725;0.3649946920308781;0.5412090505424684;0.27630114089854374	0.3416372715784235;0.330978568718534;0.18622977334141652;0.17771912151854802;0.2868807432849325;0.05883005393787065	37_SC5;37_SC3;30_SC5;30_SC7;37_SC7;30_SC3
LK3-C12	37_SC7	LK3-C12_37_SC7	0.2868807432849325	-0.0216057286613499	DFEs/LK3-C12_37_SC7_dfe.png	0.19174250875980658;0.7827455619855199;0.30601329818884015;0.7508168679763355;0.5756526561007455;0.4093426177988383	0.8419697309459736;0.11151038436786509;0.6970873780745162;0.5897338247168019;0.18379207224177707;0.36672723352261927	0.3416372715784235;0.330978568718534;0.18622977334141652;0.17771912151854802;0.2868807432849325;0.05883005393787065	37_SC5;37_SC3;30_SC5;30_SC7;37_SC7;30_SC3
LK3-D01	30_SC3	LK3-D01_30_SC3	0.029246358599476448	0.017307642498388846	DFEs/LK3-D01_30_SC3_dfe.png	0.8835610907386184;0.14692824198413035;0.588070574688219;0.579270428615845;0.7222132173525607;0.382313316240833	0.631538360249636;0.6626731865760939;0.3354501744270594;0.7570279385324976;0.5411656822111993;0.5021017230331393	0.3383545509214955;0.3463379258748165;0.1422882017329925;0.18383737754636997;0.203012566056234;0.029246358599476448	37_SC5;37_SC3;30_SC5;30_SC7;37_SC7;30_SC3
LK3-D01	30_SC5	LK3-D01_30_SC5	0.1422882017329925	0.021431085658089356	DFEs/LK3-D01_30_SC5_dfe.png	0.591810385560087;0.36253142469675603;0.8424223499116159;0.6784898220748569;0.7830524874629919;0.141160141737933	0.7602426279688039;0.40896634057588954;0.4904924080833257;0.33722175744300287;0.384340502824832;0.6587802808067631	0.3383545509214955;0.3463379258748165;0.1422882017329925;0.18383737754636997;0.203012566056234;0.029246358599476448	37_SC5;37_SC3;30_SC5;30_SC7;37_SC7;30_SC3
LK3-D01	30_SC7	LK3-D01_30_SC7	0.18383737754636997	-0.004875534906905834	DFEs/LK3-D01_30_SC7_dfe.png	0.9671617648480878;0.5615434312572206;0.9026644312209857;0.733057206913802;0.0631860555992263;0.14150560596668216	0.8432732321794104;0.5491014988638253;0.16814694595434132;0.6846365675530226;0.7422178036565746;0.46903393078915045	0.3383545509214955;0.3463379258748165;0.1422882017329925;0.18383737754636997;0.203012566056234;0.029246358599476448	37_SC5;37_SC3;30_SC5;30_SC7;37_SC7;30_SC3
LK3-D01	37_SC3	LK3-D01_37_SC3	0.3463379258748165	-0.017853385564621967	DFEs/LK3-D01_37_SC3_dfe.png	0.10922152902858295;0.1494593428126305;0.4171780254550136;0.9387658488966025;0.3550696911120893;0.2073159346044896	0.758966168057286;0.4426185715588212;0.37234281747969855;0.32217392478987095;0.5889415817093697;0.4506374412549229	0.3383545509214955;0.3463379258748165;0.1422882017329925;0.18383737754636997;0.203012566056234;0.029246358599476448	37_SC5;37_SC3;30_SC5;30_SC7;37_SC7;30_SC3
LK3-D01	37_SC5	LK3-D01_37_SC5	0.3383545509214955	-0.014071120776355922	DFEs/LK3-D01_37_SC5_dfe.png	0.48493400690913735;0.11490971810660211;0.9274463877841772;0.2192447461852547;0.4134109130946234;0.9588979874967446	0.8313813961114871;0.9737511864530393;0.24436127557970722;0.9651771306398966;0.7689007014528576;0.16932432506721828	0.3383545509214955;0.3463379258748165;0.1422882017329925;0.18383737754636997;0.203012566056234;0.029246358599476448	37_SC5;37_SC3;30_SC5;30_SC7;37_SC7;30_SC3
LK3-D01	37_SC7	LK3-D01_37_SC7	0.203012566056234	-0.002962154619849199	DFEs/LK3-D01_37_SC7_dfe.png	0.427696923390697;0.4297895735714947;0.3596667536181042;0.1450552960470256;0.2523408340348644;0.025402748428955624	0.8178283500241111;0.3060852972541932;0.28783643461927755;0.7355641244038721;0.7833546796066659;0.46605071660462905	0.3383545509214955;0.3463379258748165;0.1422882017329925;0.18383737754636997;0.203012566056234;0.029246358599476448	37_SC5;37_SC3;30_SC5;30_SC7;37_SC7;30_SC3
LK3-G08	30_SC3	LK3-G08_30_SC3	0.169188062939536	0.008258390960499101	DFEs/LK3-G08_30_SC3_dfe.png	0.06177602696995188;0.2722217622539178;0.5477269952566675;0.37255986617164816;0.1335473713119315;0.7384776182197639	0.06832111831324461;0.1497729675847712;0.3760443275225799;0.8490432319300839;0.9687473296289358;0.189473945748018	0.320674876135403;0.26151132612497596;0.24873600402992602;0.18325427928843252;0.0905469005649699;0.169188062939536	37_SC5;37_SC3;30_SC5;30_SC7;37_SC7;30_SC3
LK3-G08	30_SC5	LK3-G08_30_SC5	0.24873600402992602	0.004665204017348071	DFEs/LK3-G08_30_SC5_dfe.png	0.3929606200748573;0.27473255470519675;0.20620504784976268;0.3822974833413496;0.6269948632091622;0.43550003311090946	0.7560433915478637;0.07632189866947314;0.7724596066607836;0.086263008959379;0.10228230745973133;0.6129537745516345	0.320674876135403;0.26151132612497596;0.24873600402992602;0.18325427928843252;0.0905469005649699;0.169188062939536	37_SC5;37_SC3;30_SC5;30_SC7;37_SC7;30_SC3
LK3-G08	30_SC7	LK3-G08_30_SC7	0.18325427928843252	-0.004844051713724286	DFEs/LK3-G08_30_SC7_dfe.png	0.09047602292415846;0.7684443639094527;0.13215704852822452;0.19262252198530116;0.5599261506756066;0.09136138514368752	0.6073990395112168;0.4130307533432298;0.5506333117276316;0.3824827279461447;0.5589314385284024;0.40202677120315655	0.320674876135403;0.26151132612497596;0.24873600402992602;0.18325427928843252;0.0905469005649699;0.169188062939536	37_SC5;37_SC3;30_SC5;30_SC7;37_SC7;30_SC3
LK3-G08	37_SC3	LK3-G08_37_SC3	0.26151132612497596	-0.0015240692109092287	DFEs/LK3-G08_37_SC3_dfe.png	0.9578839380511683;0.009168222753945798;0.9633555520351854;0.7925075340000909;0.2843953606714159;0.13155160794829546	0.9786552672220128;0.7810051962432268;0.42133411530501685;0.7372980105920544;0.730045304990479;0.7389211979916861	0.320674876135403;0.26151132612497596;0.24873600402992602;0.18325427928843252;0.0905469005649699;0.169188062939536	37_SC5;37_SC3;30_SC5;30_SC7;37_SC7;30_SC3
LK3-G08	37_SC5	LK3-G08_37_SC5	0.320674876135403	-0.007306834084577074	DFEs/LK3-G08_37_SC5_dfe.png	0.23480566809549597;0.6590421385427482;0.4479654053394645;0.3825749813784439;0.35333534083241047;0.7673632013177568	0.2676686336012699;0.7751917515326604;0.3412894826333016;0.5290457613747652;0.8775422630137009;0.3898296763249238	0.320674876135403;0.26151132612497596;0.24873600402992602;0.18325427928843252;0.0905469005649699;0.169188062939536	37_SC5;37_SC3;30_SC5;30_SC7;37_SC7;30_SC3
LK3-G08	37_SC7	LK3-G08_37_SC7	0.0905469005649699	0.029834766054343365	DFEs/LK3-G08_37_SC7_dfe.png	0.29627154478259343;0.4653931920548524;0.17787133529762356;0.006573641959624399;0.8478684981191384;0.7697163275448629	0.5746663251969795;0.08359232048079823;0.23308687104980053;0.14826153078893078;0.9298802714052694;0.5970660934854002	0.320674876135403;0.26151132612497596;0.24873600402992602;0.18325427928843252;0.0905469005649699;0.169188062939536	37_SC5;37_SC3;30_SC5;30_SC7;37_SC7;30_SC3
LK3-H11	30_SC3	LK3-H11_30_SC3	0.26354612812601397	-0.004642061812089478	DFEs/LK3-H11_30_SC3_dfe.png	0.4048861527322817;0.5803259414738708;0.6658233278785873;0.4309535391506475;0.22628516230272366;0.8436905533659816	0.24514871847595543;0.3680518116056719;0.08091782235087053;0.7849925842374006;0.7383828643365623;0.5683761423253314	0.283482574571269;0.2752620143075485;0.32125432490835604;0.27020861786038;0.290962673136251;0.26354612812601397	37_SC5;37_SC3;30_SC5;30_SC7;37_SC7;30_SC3
LK3-H11	30_SC5	LK3-H11_30_SC5	0.32125432490835604	-0.0068979672411703065	DFEs/LK3-H11_30_SC5_dfe.png	0.05338562648432821;0.7630137847806658;0.22541992222122453;0.10314566492893973;0.6176055205378654;0.2870489826437109	0.39188719429047536;0.18392395579144638;0.07157521728055305;0.06955450932952978;0.47572059113802123;0.8758111056104063	0.283482574571269;0.2752620143075485;0.32125432490835604;0.27020861786038;0.290962673136251;0.26354612812601397	37_SC5;37_SC3;30_SC5;30_SC7;37_SC7;30_SC3
LK3-H11	30_SC7	LK3-H11_30_SC7	0.27020861786038	-0.009641692151661871	DFEs/LK3-H11_30_SC7_dfe.png	0.34149283309019074;0.397202345997276;0.29780806312233243;0.35117471008608614;0.8759897207815047;0.7900488992022334	0.9903748040201;0.9129225442340857;0.5333324630529205;0.07366097243147496;0.7324748469716998;0.2149519052589517	0.283482574571269;0.2752620143075485;0.32125432490835604;0.27020861786038;0.290962673136251;0.26354612812601397	37_SC5;37_SC3;30_SC5;30_SC7;37_SC7;30_SC3
LK3-H11	37_SC3	LK3-H11_37_SC3	0.2752620143075485	-0.00023929706878983556	DFEs/LK3-H11_37_SC3_dfe.png	0.6019089616445951;0.6817834519130573;0.6555538941140793;0.7751669547731267;0.198541133018437;0.8732607620551223	0.4944538206987873;0.1316387510075362;0.4533289639504007;0.3968837650751983;0.08945026723677363;0.13880344828819025	0.283482574571269;0.2752620143075485;0.32125432490835604;0.27020861786038;0.290962673136251;0.26354612812601397	37_SC5;37_SC3;30_SC5;30_SC7;37_SC7;30_SC3
LK3-H11	37_SC5	LK3-H11_37_SC5	0.283482574571269	-0.004381352609116277	DFEs/LK3-H11_37_SC5_dfe.png	0.9298441963361866;0.5916525700240515;0.8143810200488317;0.08503474242896125;0.22085562085499477;0.7120296825026384	0.010412198202986667;0.19733741348303224;0.5964991336314573;0.9032692744491605;0.7096036712977242;0.6151399092716261	0.283482574571269;0.2752620143075485;0.32125432490835604;0.27020861786038;0.290962673136251;0.26354612812601397	37_SC5;37_SC3;30_SC5;30_SC7;37_SC7;30_SC3
LK3-H11	37_SC7	LK3-H11_37_SC7	0.290962673136251	-0.022067092020118657	DFEs/LK3-H11_37_SC7_dfe.png	0.45928022401537716;0.32320921433235084;0.4785125702938915;0.6993700893360366;0.009397514870165158;0.9536806545963559	0.4335203217254997;0.3258636117568262;0.8135250290273175;0.30923354609001785;0.0006382937804737532;0.3241388413260954	0.283482574571269;0.2752620143075485;0.32125432490835604;0.27020861786038;0.290962673136251;0.26354612812601397	37_SC5;37_SC3;30_SC5;30_SC7;37_SC7;30_SC3
LK4-B01	30_SC3	LK4-B01_30_SC3	0.199762627497892	-0.002672494638597126	DFEs/LK4-B01_30_SC3_dfe.png	0.4684419426923485;0.7707587072707556;0.06681668859946444;0.6346781785486977;0.9083262760550675;0.5596669572564474	0.7220047674290141;0.42135555958818716;0.6170595099064358;0.34044175582622827;0.8644507900549978;0.9592293371661121	0.260143509606209;0.2763666626086055;0.26251430339277;0.2075043420528615;0.216756624434807;0.199762627497892	37_SC5;37_SC3;30_SC5;30_SC7;37_SC7;30_SC3
LK4-B01	30_SC5	LK4-B01_30_SC5	0.26251430339277	0.002234613231067745	DFEs/LK4-B01_30_SC5_dfe.png	0.5010586808463016;0.6357213038563505;0.18959759830085143;0.06439487613786954;0.054446919286041395;0.28350460386066156	0.7500312298195935;0.7933932937763499;0.2112231334196607;0.4812083954389652;0.9927871631783097;0.41286440720933903	0.260143509606209;0.2763666626086055;0.26251430339277;0.2075043420528615;0.216756624434807;0.199762627497892	37_SC5;37_SC3;30_SC5;30_SC7;37_SC7;30_SC3
LK4-B01	30_SC7	LK4-B01_30_SC7	0.2075043420528615	-0.0009988998893909133	DFEs/LK4-B01_30_SC7_dfe.png	0.9389756420775923;0.703994490610097;0.6682696752276771;0.2045617079380685;0.8507011183709534;0.12822674827605884	0.05743620318255516;0.33559651333489093;0.4853815996949886;0.02692584977246726;0.2577311949148522;0.8748212486522394	0.260143509606209;0.2763666626086055;0.26251430339277;0.2075043420528615;0.216756624434807;0.199762627497892	37_SC5;37_SC3;30_SC5;30_SC7;37_SC7;30_SC3
LK4-B01	37_SC3	LK4-B01_37_SC3	0.2763666626086055	-0.006765417461832565	DFEs/LK4-B01_37_SC3_dfe.png	0.9406675776950728;0.278301769194079;0.5064885783537161;0.09308144488831716;0.16527039995969595;0.8620250061911278	0.6154798940578272;0.9718645012803858;0.3083063870616628;0.11440673304784288;0.1727400097125401;0.28649117200304186	0.260143509606209;0.2763666626086055;0.26251430339277;0.2075043420528615;0.216756624434807;0.199762627497892	37_SC5;37_SC3;30_SC5;30_SC7;37_SC7;30_SC3
LK4-B01	37_SC5	LK4-B01_37_SC5	0.260143509606209	0.0012756692027984095	DFEs/LK4-B01_37_SC5_dfe.png	0.8133136179259013;0.9715864673821403;0.9611551627997585;0.5493380285432526;0.08433130525532684;0.6599628717098014	0.8433039862107381;0.9268701232058478;0.11682207346773577;0.29314949414596403;0.8167159924174923;0.6714560658131615	0.260143509606209;0.2763666626086055;0.26251430339277;0.2075043420528615;0.216756624434807;0.199762627497892	37_SC5;37_SC3;30_SC5;30_SC7;37_SC7;30_SC3
LK4-B01	37_SC7	LK4-B01_37_SC7	0.216756624434807	-0.017449786520185785	DFEs/LK4-B01_37_SC7_dfe.png	0.12216006799740076;0.9975047030879234;0.41547902958036076;0.653713548360782;0.35026785508366554;0.8020163127623102	0.4908888617628506;0.648808616349943;0.7431722678758567;0.36720158459047014;0.6201063103197327;0.9272773445911664	0.260143509606209;0.2763666626086055;0.26251430339277;0.2075043420528615;0.216756624434807;0.199762627497892	37_SC5;37_SC3;30_SC5;30_SC7;37_SC7;30_SC3
LK4-B12	30_SC3	LK4-B12_30_SC3	0.0910095852985769	0.021819240422358162	DFEs/LK4-B12_30_SC3_dfe.png	0.5837070962708242;0.8279661753334364;0.2916778200144001;0.6391677427888419;0.8962106029647946;0.16696422150457768	0.030886093168689288;0.12089557029644671;0.24882977730430045;0.46230497518237956;0.7845730887403775;0.7764469015489652	0.2611179013594035;0.21324702261233602;0.1553374355284875;0.1622447833496965;0.2592393408945405;0.0910095852985769	37_SC5;37_SC3;30_SC5;30_SC7;37_SC7;30_SC3
LK4-B12	30_SC5	LK4-B12_30_SC5	0.1553374355284875	0.01944158295529712	DFEs/LK4-B12_30_SC5_dfe.png	0.8844825744075085;0.31388841643684295;0.8032036696005074;0.7963157060218511;0.34611744646738063;0.6294505127118278	0.6102032984458411;0.18100226240220807;0.19957924302149632;0.2440896002180909;0.2871881754514277;0.3108823692915348	0.2611179013594035;0.21324702261233602;0.1553374355284875;0.1622447833496965;0.2592393408945405;0.0910095852985769	37_SC5;37_SC3;30_SC5;30_SC7;37_SC7;30_SC3
LK4-B12	30_SC7	LK4-B12_30_SC7	0.1622447833496965	0.0009328982977989421	DFEs/LK4-B12_30_SC7_dfe.png	0.8547666610079017;0.9907164935209581;0.7728923767569683;0.9905698009934611;0.06811169574831888;0.6297412533844152	0.9445825224105338;0.1453020446172184;0.66436177946866;0.33116738842749016;0.27690130186744344;0.009242241850083932	0.2611179013594035;0.21324702261233602;0.1553374355284875;0.1622447833496965;0.2592393408945405;0.0910095852985769	37_SC5;37_SC3;30_SC5;30_SC7;37_SC7;30_SC3
LK4-B12	37_SC3	LK4-B12_37_SC3	0.21324702261233602	0.00470361353491856	DFEs/LK4-B12_37_SC3_dfe.png	0.2884143359718313;0.9144812365130971;0.09954945784179647;0.5838088555596008;0.9408237665416473;0.9314533507823168	0.4411313679297374;0.2760709522947269;0.90880430813748;0.17306478634860578;0.19586435257106394;0.44964586096944015	0.2611179013594035;0.21324702261233602;0.1553374355284875;0.1622447833496965;0.2592393408945405;0.0910095852985769	37_SC5;37_SC3;30_SC5;30_SC7;37_SC7;30_SC3
LK4-B12	37_SC5	LK4-B12_37_SC5	0.2611179013594035	0.0004136828620804027	DFEs/LK4-B12_37_SC5_dfe.png	0.39223460478073535;0.13485875866615848;0.766187446430344;0.0012738513505123894;0.35437079946371175;0.627814163613688	0.9734900046728265;0.8230779300601677;0.4056257346412325;0.9546016009007761;0.21347699260108266;0.17162686897186108	0.2611179013594035;0.21324702261233602;0.1553374355284875;0.1622447833496965;0.2592393408945405;0.0910095852985769	37_SC5;37_SC3;30_SC5;30_SC7;37_SC7;30_SC3
LK4-B12	37_SC7	LK4-B12_37_SC7	0.2592393408945405	-0.019554488176990407	DFEs/LK4-B12_37_SC7_dfe.png	0.6761385743334609;0.371331247339618;0.34571084957524034;0.6186991488289691;0.58843117724659;0.07583404990612175	0.326362593946644;0.7244229576991055;0.9833198436706548;0.8571076055959956;0.8525416715897903;0.9074783082048786	0.2611179013594035;0.21324702261233602;0.1553374355284875;0.1622447833496965;0.2592393408945405;0.0910095852985769	37_SC5;37_SC3;30_SC5;30_SC7;37_SC7;30_SC3
LK4-D11	30_SC3	LK4-D11_30_SC3	0.1313679204609225	0.009734206807916835	DFEs/LK4-D11_30_SC3_dfe.png	0.6752926778469085;0.38697426328337237;0.193610987322971;0.5139996236936492;0.3246686951446124;0.23329209287286745	0.46873904904766384;0.014987172024333084;0.21137324188898055;0.5340682427351898;0.3278848422156774;0.9944000758036599	0.246379826544147;0.2474992124314215;0.3010672456511865;0.22034170616064053;0.0863989477978077;0.1313679204609225	37_SC5;37_SC3;30_SC5;30_SC7;37_SC7;30_SC3
LK4-D11	30_SC5	LK4-D11_30_SC5	0.3010672456511865	0.0002794239602376757	DFEs/LK4-D11_30_SC5_dfe.png	0.16277765394986965;0.3913566067501565;0.16989210636829621;0.6688535794883199;0.8492874808420855;0.6038359143788491	0.8733780775396739;0.36824054316285126;0.41834346030074154;0.110219984678536;0.8548531055507408;0.08750130411300128	0.246379826544147;0.2474992124314215;0.3010672456511865;0.22034170616064053;0.0863989477978077;0.1313679204609225	37_SC5;37_SC3;30_SC5;30_SC7;37_SC7;30_SC3
LK4-D11	30_SC7	LK4-D11_30_SC7	0.22034170616064053	-0.006741271671824945	DFEs/LK4-D11_30_SC7_dfe.png	0.6403282240179947;0.8068932938888174;0.7444542617517825;0.5108265614891093;0.7528856477732082;0.9573179046864416	0.6134950255158454;0.5868037237911792;0.24571387960028968;0.4412132183189086;0.4132328121339349;0.32876132294082894	0.246379826544147;0.2474992124314215;0.3010672456511865;0.22034170616064053;0.0863989477978077;0.1313679204609225	37_SC5;37_SC3;30_SC5;30_SC7;37_SC7;30_SC3
LK4-D11	37_SC3	LK4-D11_37_SC3	0.2474992124314215	-0.0030670288686443577	DFEs/LK4-D11_37_SC3_dfe.png	0.39629093489604805;0.10182637964569252;0.23855792075589632;0.2572247874108097;0.14883214646287812;0.3217585135442468	0.4500300429498071;0.4205069489590707;0.32592744066073365;0.816776596004902;0.7802866008953077;0.08686759317992931	0.246379826544147;0.2474992124314215;0.3010672456511865;0.22034170616064053;0.0863989477978077;0.1313679204609225	37_SC5;37_SC3;30_SC5;30_SC7;37_SC7;30_SC3
LK4-D11	37_SC5	LK4-D11_37_SC5	0.246379826544147	-0.013711021118575995	DFEs/LK4-D11_37_SC5_dfe.png	0.9921981346947282;0.6085271199598986;0.3996741821219051;0.5374475585804959;0.6906148927270064;0.8021641533246204	0.48620824920646355;0.7352648159917079;0.11876756360060703;0.22537558328718754;0.21741745731061235;0.0968531952444357	0.246379826544147;0.2474992124314215;0.3010672456511865;0.22034170616064053;0.0863989477978077;0.1313679204609225	37_SC5;37_SC3;30_SC5;30_SC7;37_SC7;30_SC3
LK4-D11	37_SC7	LK4-D11_37_SC7	0.0863989477978077	0.005148694474872319	DFEs/LK4-D11_37_SC7_dfe.png	0.7458839471067551;0.5576334333653348;0.624696804967239;0.9251370747866284;0.9733399295257232;0.789113217241681	0.29445137523379605;0.04152218121228013;0.4450633961220476;0.712940254342061;0.34640666246554697;0.514360389435497	0.246379826544147;0.2474992124314215;0.3010672456511865;0.22034170616064053;0.0863989477978077;0.1313679204609225	37_SC5;37_SC3;30_SC5;30_SC7;37_SC7;30_SC3
